housing_median_age,total_rooms,population,median_income,median_house_value,distance_to_nearest_city,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,bedrooms_to_rooms_ratio,households_to_population_ratio
26.0,2221.0,1998.0,2.8701,191100.0,31.06,1,0,0,0,0.2980639351643404,0.30180180180180183
21.0,2549.0,1624.0,3.6905,179800.0,32.63,1,0,0,0,0.2553942722636328,0.3866995073891626
31.0,1963.0,1494.0,3.5313,211800.0,32.63,1,0,0,0,0.21395822720326033,0.2777777777777778
42.0,881.0,464.0,2.9511,203900.0,29.69,1,0,0,0,0.19296254256526674,0.35129310344827586
37.0,1560.0,763.0,3.8516,206900.0,29.69,1,0,0,0,0.1762820512820513,0.3722149410222805
37.0,1892.0,1039.0,4.8295,212100.0,29.69,1,0,0,0,0.18340380549682875,0.33012512030798846
32.0,2618.0,1961.0,2.625,192300.0,30.49,1,0,0,0,0.2643239113827349,0.3227944926058134
34.0,2307.0,1168.0,4.2143,245400.0,29.14,1,0,0,0,0.1681837884698743,0.3655821917808219
26.0,4175.0,2118.0,4.2083,240300.0,29.94,1,0,0,0,0.2119760479041916,0.36732766761095376
36.0,1544.0,891.0,4.175,190900.0,33.43,1,0,0,0,0.19948186528497408,0.32098765432098764
35.0,782.0,425.0,5.4548,201400.0,32.9,1,0,0,0,0.18414322250639387,0.32941176470588235
34.0,1237.0,671.0,3.9615,183600.0,32.9,1,0,0,0,0.19563459983831852,0.3293591654247392
34.0,2579.0,1237.0,4.433,235100.0,32.9,1,0,0,0,0.21752617293524623,0.417946645109135
36.0,1366.0,719.0,4.8264,251000.0,32.4,1,0,0,0,0.16398243045387995,0.37552155771905427
22.0,3380.0,2199.0,2.5739,239200.0,31.28,1,0,0,0,0.23372781065088757,0.33515234197362437
25.0,1938.0,1280.0,3.9632,240300.0,30.76,1,0,0,0,0.23581011351909184,0.33203125
36.0,978.0,475.0,4.675,222500.0,32.09,1,0,0,0,0.1738241308793456,0.40421052631578946
31.0,1856.0,990.0,4.3654,223800.0,32.09,1,0,0,0,0.19935344827586207,0.36363636363636365
24.0,2642.0,1649.0,3.0187,217700.0,35.58,1,0,0,0,0.2634367903103709,0.38386901152213465
26.0,2335.0,1986.0,2.9974,178800.0,36.38,1,0,0,0,0.28650963597430407,0.324773413897281
18.0,847.0,733.0,5.2149,201900.0,35.86,1,0,0,0,0.21841794569067297,0.24283765347885403
37.0,1389.0,826.0,5.015,220900.0,35.05,1,0,0,0,0.18142548596112312,0.30145278450363194
27.0,2795.0,1702.0,3.7798,258400.0,35.36,1,0,0,0,0.21681574239713775,0.34430082256169214
23.0,4891.0,2447.0,5.8798,270500.0,34.78,1,0,0,0,0.16213453281537518,0.31262770739681245
17.0,3262.0,1879.0,4.1359,255200.0,35.36,1,0,0,0,0.2308399754751686,0.37679616817456096
13.0,6227.0,3739.0,4.0313,299300.0,35.58,1,0,0,0,0.21149831379476475,0.3278951591334581
35.0,2560.0,1428.0,5.6345,228200.0,36.14,1,0,0,0,0.172265625,0.3277310924369748
27.0,2209.0,1034.0,4.7125,250900.0,35.58,1,0,0,0,0.15980081484834766,0.33268858800773693
34.0,1943.0,895.0,5.0462,227700.0,36.38,1,0,0,0,0.1646937725167267,0.3407821229050279
34.0,2389.0,1560.0,4.8333,225400.0,36.38,1,0,0,0,0.21808287986605274,0.3294871794871795
21.0,9512.0,7282.0,2.8039,227500.0,37.19,1,0,0,0,0.2691337258200168,0.32779456193353473
34.0,3494.0,1861.0,5.6407,251500.0,38.01,1,0,0,0,0.15941614195764167,0.30951101558301986
33.0,1636.0,866.0,5.6356,241300.0,39.34,1,0,0,0,0.16809290953545233,0.33371824480369516
26.0,3234.0,1597.0,6.1074,258600.0,38.83,1,0,0,0,0.1598639455782313,0.32122730118973075
34.0,2633.0,1313.0,4.0909,232900.0,39.34,1,0,0,0,0.1788834029624003,0.32597105864432596
41.0,1058.0,778.0,3.3534,180500.0,38.01,1,0,0,0,0.21550094517958412,0.3149100257069409
16.0,1718.0,896.0,3.6296,160900.0,37.51,1,0,0,0,0.27182770663562283,0.5301339285714286
33.0,2609.0,1208.0,5.4527,227100.0,38.01,1,0,0,0,0.16519739363740896,0.3360927152317881
23.0,3098.0,1486.0,5.7613,235800.0,38.34,1,0,0,0,0.17495158166559072,0.3310901749663526
31.0,3952.0,1762.0,5.5709,244800.0,39.65,1,0,0,0,0.16371457489878544,0.3337116912599319
16.0,4312.0,1902.0,8.4438,390000.0,40.97,1,0,0,0,0.1331168831168831,0.3017875920084122
5.0,5429.0,2315.0,9.6465,500001.0,41.31,1,0,0,0,0.1224903297108123,0.2967602591792657
23.0,7480.0,3037.0,6.9223,338400.0,40.85,1,0,0,0,0.1449197860962567,0.34837010207441554
32.0,3233.0,1678.0,5.0025,234900.0,38.34,1,0,0,0,0.17104856170739252,0.32479141835518477
19.0,7411.0,2814.0,6.7785,336100.0,39.17,1,0,0,0,0.14100661179328025,0.33759772565742713
17.0,2737.0,2924.0,2.5797,183500.0,36.38,1,0,0,0,0.3171355498721228,0.26846785225718195
10.0,2869.0,2162.0,3.2297,150000.0,36.68,1,0,0,0,0.3279888462879052,0.3834412580943571
19.0,2581.0,2004.0,2.6159,182300.0,37.19,1,0,0,0,0.33204184424641614,0.3912175648702595
35.0,1770.0,1083.0,5.0483,221000.0,33.43,1,0,0,0,0.20451977401129945,0.32779316712834716
36.0,878.0,499.0,4.1181,190400.0,34.78,1,0,0,0,0.19020501138952164,0.3587174348697395
18.0,7157.0,4642.0,3.1818,208000.0,34.24,1,0,0,0,0.26114293698477015,0.3660060318828091
21.0,2979.0,1824.0,3.5,223700.0,35.05,1,0,0,0,0.2497482376636455,0.3793859649122807
36.0,2600.0,1246.0,4.1111,215600.0,32.9,1,0,0,0,0.1696153846153846,0.3418940609951846
36.0,2559.0,1358.0,4.5568,201500.0,34.24,1,0,0,0,0.18327471668620554,0.3276877761413844
33.0,1759.0,943.0,5.223,209200.0,34.24,1,0,0,0,0.17680500284252415,0.3340402969247084
35.0,1558.0,793.0,5.1463,220200.0,35.05,1,0,0,0,0.17137355584082156,0.31399747793190413
35.0,1323.0,756.0,4.233,221300.0,35.05,1,0,0,0,0.17233560090702948,0.2857142857142857
34.0,2185.0,986.0,4.8125,266700.0,32.9,1,0,0,0,0.17025171624713958,0.35192697768762676
35.0,2329.0,966.0,3.8839,224900.0,34.54,1,0,0,0,0.17131816230141692,0.34782608695652173
27.0,4286.0,2863.0,3.3125,222800.0,34.54,1,0,0,0,0.24988334111059263,0.3608103388054488
15.0,3061.0,2173.0,2.85,187500.0,34.54,1,0,0,0,0.35249918327344004,0.49608835710998617
28.0,908.0,368.0,5.6159,340500.0,34.06,1,0,0,0,0.15638766519823788,0.38858695652173914
29.0,2421.0,1120.0,5.0309,244800.0,38.34,1,0,0,0,0.16604708798017348,0.3464285714285714
25.0,3124.0,1241.0,6.4044,333100.0,37.44,1,0,0,0,0.14980793854033292,0.35374697824335216
35.0,1934.0,905.0,5.5101,267400.0,37.88,1,0,0,0,0.15873836608066183,0.34806629834254144
29.0,1673.0,794.0,5.5191,245800.0,37.51,1,0,0,0,0.16975493126120741,0.34005037783375314
28.0,3824.0,1790.0,4.1154,246400.0,37.04,1,0,0,0,0.19586820083682008,0.3916201117318436
34.0,703.0,369.0,4.3125,210100.0,37.04,1,0,0,0,0.1806543385490754,0.34417344173441733
16.0,14912.0,5105.0,2.8312,213900.0,36.2,1,0,0,0,0.280512339055794,0.6468168462291871
32.0,3568.0,1741.0,5.1529,259600.0,38.72,1,0,0,0,0.1656390134529148,0.32337736932797245
32.0,1646.0,697.0,6.6689,433000.0,38.3,1,0,0,0,0.14702308626974483,0.33428981348637016
30.0,2399.0,1062.0,6.0094,245600.0,39.57,1,0,0,0,0.1554814506044185,0.3549905838041431
33.0,3017.0,1423.0,5.6163,248400.0,39.57,1,0,0,0,0.16373881339078555,0.3302881236823612
33.0,3808.0,1784.0,5.1641,263400.0,39.15,1,0,0,0,0.1636029411764706,0.3447309417040359
28.0,3274.0,1424.0,4.4167,247300.0,39.57,1,0,0,0,0.17440439828955406,0.36587078651685395
27.0,1793.0,1016.0,4.925,240300.0,40.01,1,0,0,0,0.1890686001115449,0.32086614173228345
27.0,2772.0,1346.0,5.2016,243000.0,40.42,1,0,0,0,0.18434343434343434,0.36924219910846956
23.0,7544.0,3221.0,7.642,374900.0,41.27,1,0,0,0,0.13666489925768824,0.3238124805960882
33.0,4769.0,2019.0,5.5798,338200.0,37.9,1,0,0,0,0.16502411407003564,0.3680039623576028
26.0,6767.0,2574.0,7.7846,409000.0,38.77,1,0,0,0,0.13344170237919314,0.34304584304584307
36.0,2981.0,1243.0,6.5304,439800.0,33.23,1,0,0,0,0.1479369339147937,0.33226065969428803
35.0,2072.0,908.0,6.0928,327300.0,32.77,1,0,0,0,0.15347490347490347,0.3766519823788546
29.0,3393.0,1471.0,6.2064,334900.0,33.62,1,0,0,0,0.16917182434423814,0.3990482664853841
7.0,11853.0,4404.0,4.2009,271300.0,34.9,1,0,0,0,0.2270311313591496,0.5556312443233424
19.0,5944.0,2372.0,3.8819,328900.0,36.18,1,0,0,0,0.226278600269179,0.5269814502529511
32.0,1491.0,756.0,3.0404,262800.0,37.04,1,0,0,0,0.23809523809523808,0.3915343915343915
34.0,3268.0,1463.0,6.8482,308300.0,37.04,1,0,0,0,0.1646266829865361,0.3547505126452495
33.0,5252.0,2041.0,6.7977,389700.0,38.3,1,0,0,0,0.1447067783701447,0.3576678098971093
26.0,4607.0,1769.0,7.4918,367600.0,40.01,1,0,0,0,0.14239201215541566,0.3634821933295647
25.0,6612.0,2519.0,8.3912,419000.0,40.87,1,0,0,0,0.1296128251663642,0.33465660976578004
31.0,1689.0,705.0,4.0,278500.0,36.18,1,0,0,0,0.2143280047365305,0.5106382978723404
32.0,4491.0,1696.0,4.9102,319100.0,35.44,1,0,0,0,0.18147405922957024,0.44162735849056606
29.0,4364.0,1550.0,6.8107,367400.0,35.79,1,0,0,0,0.14825847846012832,0.40258064516129033
33.0,2896.0,1116.0,6.0192,347700.0,37.53,1,0,0,0,0.15711325966850828,0.3682795698924731
30.0,3346.0,1296.0,7.457,392700.0,37.53,1,0,0,0,0.14554692169754932,0.3819444444444444
26.0,5661.0,2493.0,7.9814,409900.0,36.31,1,0,0,0,0.13972796325737502,0.3128760529482551
31.0,1950.0,870.0,3.1875,500001.0,32.77,1,0,0,0,0.19641025641025642,0.4103448275862069
18.0,6476.0,2413.0,5.6327,500001.0,33.62,1,0,0,0,0.16707844348363188,0.39701616245337756
36.0,1887.0,761.0,5.4847,296000.0,34.47,1,0,0,0,0.1902490726020138,0.4323258869908016
37.0,3441.0,1283.0,4.1656,313100.0,34.93,1,0,0,0,0.16971810520197617,0.4240062353858145
32.0,3999.0,1628.0,6.0794,338500.0,34.93,1,0,0,0,0.16679169792448112,0.38759213759213756
22.0,5791.0,2059.0,10.9201,500001.0,31.95,1,0,0,0,0.12191331376273527,0.32685769791160757
21.0,3856.0,1422.0,8.4196,450700.0,32.82,1,0,0,0,0.14185684647302904,0.3762306610407876
29.0,2023.0,747.0,6.7694,369700.0,33.69,1,0,0,0,0.16312407315867525,0.4069611780455154
28.0,4570.0,1693.0,6.14,361900.0,34.56,1,0,0,0,0.16280087527352297,0.41051388068517425
19.0,1303.0,450.0,10.5511,483100.0,33.35,1,0,0,0,0.11895625479662318,0.32222222222222224
31.0,3073.0,1486.0,4.8984,311700.0,26.76,1,0,0,0,0.21932964529775464,0.46029609690444145
37.0,1893.0,911.0,4.8036,295300.0,28.34,1,0,0,0,0.19281563655573164,0.3556531284302964
31.0,3252.0,1411.0,3.1885,219000.0,27.8,1,0,0,0,0.2564575645756458,0.5386250885896527
43.0,1700.0,930.0,3.675,213100.0,29.14,1,0,0,0,0.2235294117647059,0.37526881720430105
46.0,2082.0,1047.0,3.6534,216000.0,29.14,1,0,0,0,0.21037463976945245,0.3753581661891118
42.0,1611.0,879.0,3.1923,221800.0,29.14,1,0,0,0,0.25450031036623216,0.4391353811149033
18.0,6430.0,2897.0,3.855,243800.0,29.43,1,0,0,0,0.21959564541213064,0.4653089402830514
11.0,1080.0,386.0,6.1274,315900.0,30.26,1,0,0,0,0.16111111111111112,0.41450777202072536
32.0,3011.0,1287.0,5.0605,311000.0,31.58,1,0,0,0,0.1756891398206576,0.40792540792540793
39.0,1819.0,770.0,5.4088,457300.0,32.4,1,0,0,0,0.159978009895547,0.36103896103896105
17.0,7214.0,4100.0,3.0943,174500.0,30.76,1,0,0,0,0.2764069864153036,0.4446341463414634
16.0,7194.0,3687.0,3.1887,189300.0,29.94,1,0,0,0,0.27467333889352236,0.5136967724437211
34.0,2458.0,1034.0,5.6738,443600.0,30.26,1,0,0,0,0.17615947925142392,0.3607350096711799
25.0,3352.0,1815.0,2.8528,425000.0,30.26,1,0,0,0,0.26581145584725535,0.4738292011019284
36.0,2127.0,761.0,7.8392,500001.0,31.09,1,0,0,0,0.13963328631875882,0.3600525624178712
35.0,2987.0,1244.0,7.1322,500001.0,31.93,1,0,0,0,0.13090056913290926,0.31109324758842444
20.0,17377.0,7450.0,3.2154,259600.0,28.61,1,0,0,0,0.25648846175979745,0.5642953020134228
39.0,2693.0,1219.0,5.17,335400.0,28.12,1,0,0,0,0.17749721500185667,0.35684987694831827
32.0,3554.0,1623.0,3.6141,290600.0,28.96,1,0,0,0,0.2144063027574564,0.46210720887245843
23.0,11154.0,4076.0,5.4609,500001.0,27.29,1,0,0,0,0.178859601936525,0.44381746810598627
32.0,2108.0,769.0,8.7172,500001.0,24.84,1,0,0,0,0.14658444022770398,0.3563068920676203
37.0,3333.0,1171.0,6.4958,500001.0,25.65,1,0,0,0,0.14641464146414643,0.41417591801878734
34.0,3547.0,1187.0,7.139,424000.0,26.47,1,0,0,0,0.1474485480687905,0.42122999157540014
33.0,3104.0,1111.0,13.4196,500001.0,25.98,1,0,0,0,0.12467783505154639,0.3384338433843384
33.0,2829.0,1010.0,10.3587,500001.0,25.15,1,0,0,0,0.12725344644750794,0.3594059405940594
28.0,3539.0,1190.0,10.6796,500001.0,24.69,1,0,0,0,0.12461147216727889,0.35378151260504204
28.0,6748.0,2431.0,12.8879,500001.0,26.39,1,0,0,0,0.13396561944279786,0.3603455368161251
28.0,6920.0,2515.0,9.2189,500001.0,28.11,1,0,0,0,0.13092485549132948,0.341948310139165
26.0,10111.0,3599.0,10.2292,500001.0,29.37,1,0,0,0,0.12807833053110473,0.34926368435676575
23.0,9657.0,3585.0,10.4399,500001.0,30.72,1,0,0,0,0.12312312312312312,0.32412831241283124
28.0,6270.0,2549.0,3.2241,295800.0,20.31,1,0,0,0,0.2720893141945773,0.5872891329933307
42.0,1293.0,459.0,7.672,467600.0,20.31,1,0,0,0,0.16550657385924208,0.47276688453159044
26.0,2900.0,1090.0,3.7125,447400.0,20.31,1,0,0,0,0.23,0.5412844036697247
31.0,1856.0,795.0,2.8448,360600.0,20.31,1,0,0,0,0.22898706896551724,0.5358490566037736
29.0,5474.0,2352.0,3.415,382500.0,21.09,1,0,0,0,0.26616733649981733,0.5637755102040817
44.0,1778.0,641.0,10.0549,500001.0,21.09,1,0,0,0,0.14116985376827895,0.3915756630265211
15.0,4420.0,1669.0,4.6375,359100.0,21.09,1,0,0,0,0.24343891402714932,0.6087477531455961
37.0,1335.0,539.0,3.2813,301700.0,21.09,1,0,0,0,0.21423220973782772,0.5176252319109462
38.0,1387.0,713.0,2.9352,304500.0,21.09,1,0,0,0,0.24297043979812544,0.48106591865357645
22.0,7828.0,3303.0,3.6171,318300.0,22.46,1,0,0,0,0.26034747061829333,0.581895246745383
10.0,1091.0,517.0,4.1727,332600.0,21.89,1,0,0,0,0.2383134738771769,0.5145067698259188
20.0,3876.0,1334.0,4.5656,478400.0,21.89,1,0,0,0,0.20614035087719298,0.5644677661169415
38.0,1495.0,598.0,3.4698,265400.0,23.24,1,0,0,0,0.20066889632107024,0.4682274247491639
16.0,4590.0,2195.0,3.8273,334900.0,23.24,1,0,0,0,0.26143790849673204,0.5189066059225512
7.0,6306.0,2381.0,4.642,457300.0,23.5,1,0,0,0,0.2335870599429115,0.5455690886182276
30.0,3823.0,1449.0,4.6,392500.0,24.04,1,0,0,0,0.19356526288255296,0.422360248447205
43.0,804.0,267.0,8.2269,500001.0,23.5,1,0,0,0,0.1455223880597015,0.41198501872659177
31.0,2536.0,990.0,5.4591,495500.0,24.32,1,0,0,0,0.1691640378548896,0.42828282828282827
30.0,3507.0,1427.0,6.7082,500001.0,24.84,1,0,0,0,0.15283718277730254,0.36790469516468116
31.0,9320.0,2980.0,10.3599,500001.0,23.85,1,0,0,0,0.12263948497854077,0.37214765100671143
34.0,5264.0,1738.0,8.8115,500001.0,22.18,1,0,0,0,0.14646656534954408,0.4332566168009206
36.0,2873.0,850.0,8.153,500001.0,23.01,1,0,0,0,0.1461886529759833,0.44588235294117645
34.0,3646.0,1390.0,7.629,500001.0,23.01,1,0,0,0,0.16730663741086121,0.4366906474820144
44.0,1693.0,498.0,10.9237,500001.0,19.74,1,0,0,0,0.14116952155936208,0.43373493975903615
37.0,4400.0,1521.0,8.2954,500001.0,19.21,1,0,0,0,0.15795454545454546,0.4378698224852071
33.0,1741.0,588.0,7.9625,490800.0,21.36,1,0,0,0,0.15738081562320505,0.45408163265306123
52.0,1680.0,493.0,9.042,500001.0,14.63,1,0,0,0,0.14166666666666666,0.4279918864097363
41.0,3545.0,1221.0,4.3,500001.0,15.26,1,0,0,0,0.19689703808180536,0.5331695331695332
34.0,3659.0,1338.0,3.6202,366100.0,15.26,1,0,0,0,0.25170811697185025,0.6240657698056801
23.0,4604.0,2391.0,3.1373,263100.0,15.92,1,0,0,0,0.2864900086880973,0.5131744040150564
29.0,2630.0,1071.0,3.3669,376100.0,15.92,1,0,0,0,0.23460076045627376,0.5350140056022409
42.0,2358.0,1065.0,3.1289,320600.0,17.35,1,0,0,0,0.23155216284987276,0.49107981220657276
36.0,2933.0,1115.0,4.3036,365900.0,16.61,1,0,0,0,0.21104670985339244,0.5192825112107623
29.0,3110.0,1212.0,4.2031,394400.0,17.31,1,0,0,0,0.2090032154340836,0.5297029702970297
29.0,917.0,379.0,3.4612,425000.0,17.31,1,0,0,0,0.19738276990185388,0.48284960422163586
20.0,4084.0,1637.0,3.2388,256300.0,18.03,1,0,0,0,0.26003917727717923,0.6029321930360415
31.0,3881.0,1535.0,3.0398,369100.0,18.04,1,0,0,0,0.2342179850553981,0.5511400651465798
33.0,4032.0,1695.0,4.3468,425900.0,18.78,1,0,0,0,0.2152777777777778,0.512684365781711
48.0,680.0,268.0,4.615,371400.0,19.54,1,0,0,0,0.19264705882352942,0.4701492537313433
18.0,1880.0,681.0,4.3214,372300.0,19.54,1,0,0,0,0.22340425531914893,0.4889867841409692
31.0,1861.0,736.0,5.2853,355900.0,19.54,1,0,0,0,0.231058570660935,0.4891304347826087
17.0,277.0,119.0,4.0208,341700.0,20.18,1,0,0,0,0.2527075812274368,0.4957983193277311
46.0,54.0,20.0,0.536,375000.0,20.18,1,0,0,0,0.16666666666666666,0.3
41.0,2394.0,837.0,4.3889,380400.0,18.04,1,0,0,0,0.20885547201336674,0.4982078853046595
44.0,2515.0,967.0,5.0754,374500.0,18.04,1,0,0,0,0.20278330019880716,0.500517063081696
24.0,3891.0,1568.0,4.1656,364700.0,18.78,1,0,0,0,0.22256489334361346,0.5293367346938775
46.0,1628.0,500.0,6.083,424000.0,18.78,1,0,0,0,0.1590909090909091,0.516
30.0,1376.0,629.0,3.6823,295200.0,14.49,1,0,0,0,0.23037790697674418,0.5087440381558028
8.0,4382.0,2138.0,3.5714,197900.0,15.18,1,0,0,0,0.35600182565038796,0.6599625818521984
21.0,4670.0,1914.0,3.7986,367700.0,15.18,1,0,0,0,0.24860813704496787,0.5715778474399164
42.0,1253.0,492.0,7.7112,386700.0,15.9,1,0,0,0,0.17956903431763768,0.45528455284552843
19.0,5076.0,2021.0,5.5683,309200.0,16.64,1,0,0,0,0.2037037037037037,0.47501237011380504
36.0,2696.0,905.0,3.1146,373500.0,17.31,1,0,0,0,0.26446587537091987,0.7281767955801105
39.0,1610.0,511.0,4.3333,385900.0,13.06,1,0,0,0,0.17267080745341615,0.5440313111545988
41.0,3257.0,1237.0,4.2415,409600.0,11.64,1,0,0,0,0.20847405587964385,0.5157639450282943
36.0,6871.0,2216.0,8.0499,495600.0,13.77,1,0,0,0,0.17173628292824916,0.509927797833935
23.0,1883.0,774.0,3.5096,396400.0,15.18,1,0,0,0,0.27190653212958044,0.6175710594315246
28.0,4287.0,1498.0,8.5677,500001.0,14.5,1,0,0,0,0.1462561231630511,0.4105473965287049
34.0,4624.0,1572.0,6.5533,500001.0,16.64,1,0,0,0,0.16890138408304498,0.4573791348600509
40.0,1965.0,666.0,6.0876,483800.0,15.9,1,0,0,0,0.1801526717557252,0.536036036036036
32.0,8262.0,2712.0,10.5575,500001.0,16.79,1,0,0,0,0.13991769547325103,0.41482300884955753
52.0,1695.0,595.0,6.0678,399300.0,17.39,1,0,0,0,0.1657817109144543,0.4436974789915966
45.0,417.0,187.0,5.1377,360700.0,17.39,1,0,0,0,0.21342925659472423,0.47058823529411764
33.0,778.0,258.0,5.738,497600.0,18.16,1,0,0,0,0.18380462724935734,0.5038759689922481
27.0,3990.0,1417.0,4.0439,500001.0,18.94,1,0,0,0,0.22355889724310776,0.5645730416372619
38.0,3830.0,1292.0,12.7823,500001.0,18.4,1,0,0,0,0.1352480417754569,0.3993808049535604
52.0,2298.0,1203.0,5.5291,274600.0,10.0,1,0,0,0,0.17667536988685814,0.32169576059850374
52.0,1388.0,735.0,3.7404,247700.0,10.0,1,0,0,0,0.1952449567723343,0.3251700680272109
52.0,3800.0,1842.0,5.5524,293900.0,10.56,1,0,0,0,0.17,0.33659066232356133
46.0,2387.0,1181.0,3.6058,257900.0,10.94,1,0,0,0,0.20444072056975282,0.3861134631668078
38.0,1826.0,793.0,5.2962,291500.0,10.94,1,0,0,0,0.16429353778751368,0.3745271122320303
39.0,277.0,182.0,2.3958,175000.0,9.84,1,0,0,0,0.3212996389891697,0.5
50.0,3657.0,1725.0,5.5456,258100.0,10.0,1,0,0,0,0.19360131255127153,0.37333333333333335
35.0,2983.0,1614.0,5.7794,272400.0,8.92,1,0,0,0,0.1763325511230305,0.33643122676579923
52.0,2090.0,1219.0,4.0909,204200.0,10.56,1,0,0,0,0.22296650717703348,0.3199343724364233
44.0,1681.0,1105.0,3.2222,186500.0,10.24,1,0,0,0,0.24211778703152886,0.3502262443438914
25.0,1908.0,1412.0,2.2267,189800.0,10.24,1,0,0,0,0.32914046121593293,0.4164305949008499
51.0,1941.0,1012.0,3.9375,217000.0,10.56,1,0,0,0,0.1947449768160742,0.366600790513834
47.0,2525.0,1514.0,4.3359,209200.0,10.94,1,0,0,0,0.20712871287128712,0.3289299867899604
52.0,2012.0,1314.0,3.925,180400.0,9.96,1,0,0,0,0.2276341948310139,0.3302891933028919
52.0,2035.0,2589.0,3.5349,193600.0,9.54,1,0,0,0,0.22555282555282555,0.16917728852838934
52.0,2465.0,1433.0,3.25,214200.0,9.19,1,0,0,0,0.24787018255578094,0.39776692254012563
47.0,1585.0,949.0,2.7098,173800.0,8.92,1,0,0,0,0.26498422712933756,0.3856691253951528
52.0,791.0,501.0,3.3542,178100.0,8.92,1,0,0,0,0.21997471554993678,0.32335329341317365
52.0,2228.0,1311.0,3.5341,182100.0,10.45,1,0,0,0,0.21319569120287254,0.34477498093058734
52.0,1081.0,904.0,1.9219,165100.0,9.55,1,0,0,0,0.28769657724329323,0.31305309734513276
45.0,2397.0,1569.0,4.21,167900.0,9.55,1,0,0,0,0.2035878181059658,0.30019120458891013
35.0,2568.0,1696.0,2.9154,169200.0,10.14,1,0,0,0,0.2616822429906542,0.35672169811320753
29.0,2640.0,1795.0,2.369,173400.0,9.55,1,0,0,0,0.2791666666666667,0.3649025069637883
30.0,3376.0,1990.0,3.7813,232000.0,10.14,1,0,0,0,0.2132701421800948,0.36432160804020103
50.0,1309.0,883.0,3.1287,198000.0,9.96,1,0,0,0,0.23071046600458364,0.3318233295583239
52.0,679.0,483.0,4.2344,162500.0,9.02,1,0,0,0,0.19440353460972018,0.33747412008281574
41.0,2591.0,2366.0,2.3071,146400.0,9.02,1,0,0,0,0.2632188344268622,0.24640743871513102
44.0,1219.0,1036.0,4.0417,170600.0,9.02,1,0,0,0,0.26579163248564397,0.2722007722007722
36.0,2833.0,2148.0,2.7012,172100.0,9.02,1,0,0,0,0.25414754677020823,0.330074487895717
30.0,3369.0,2032.0,4.0052,196400.0,9.54,1,0,0,0,0.2445829623033541,0.391240157480315
50.0,2929.0,1931.0,3.3438,173600.0,9.54,1,0,0,0,0.200751109593718,0.2972553081305023
52.0,1580.0,1462.0,3.3326,167600.0,8.55,1,0,0,0,0.26962025316455696,0.2777017783857729
41.0,1908.0,1557.0,2.9194,162000.0,8.55,1,0,0,0,0.2636268343815514,0.2909441233140655
52.0,1590.0,1127.0,3.4625,173900.0,8.15,1,0,0,0,0.22641509433962265,0.28482697426796805
41.0,1904.0,1666.0,3.6845,175800.0,8.15,1,0,0,0,0.2699579831932773,0.29891956782713086
52.0,1301.0,1189.0,2.5139,190000.0,8.15,1,0,0,0,0.2990007686395081,0.3036164844407065
52.0,678.0,791.0,4.0625,171300.0,7.58,1,0,0,0,0.2551622418879056,0.23514538558786346
46.0,3659.0,4153.0,2.5211,162900.0,7.58,1,0,0,0,0.2918830281497677,0.23910426197929208
52.0,1901.0,1856.0,3.0,156400.0,7.58,1,0,0,0,0.27617043661230933,0.25862068965517243
44.0,1565.0,1500.0,2.8125,155600.0,8.55,1,0,0,0,0.25431309904153354,0.2713333333333333
46.0,3387.0,2833.0,2.987,176900.0,9.02,1,0,0,0,0.24210215529967524,0.28697493822802683
40.0,1266.0,1032.0,2.1667,150000.0,8.11,1,0,0,0,0.27488151658767773,0.30523255813953487
35.0,2524.0,2487.0,2.4932,167700.0,9.02,1,0,0,0,0.2967511885895404,0.2730197024527543
33.0,1523.0,753.0,2.6591,183800.0,8.7,1,0,0,0,0.25673013788575183,0.39575033200531207
44.0,1346.0,1204.0,2.3984,152200.0,8.7,1,0,0,0,0.29569093610698366,0.2857142857142857
38.0,1158.0,1051.0,2.286,169300.0,8.11,1,0,0,0,0.266839378238342,0.30637488106565175
26.0,1638.0,1155.0,3.4227,143800.0,8.11,1,0,0,0,0.278998778998779,0.37835497835497833
42.0,1577.0,1317.0,3.2121,153900.0,7.26,1,0,0,0,0.2403297400126823,0.2870159453302961
36.0,1441.0,1809.0,2.1793,185700.0,7.58,1,0,0,0,0.3705759888965996,0.2763957987838585
37.0,2040.0,1698.0,1.9355,166300.0,7.58,1,0,0,0,0.2995098039215686,0.3209658421672556
30.0,3643.0,4336.0,2.07,154500.0,6.67,1,0,0,0,0.328575349986275,0.26821955719557194
32.0,2759.0,1661.0,4.3812,228200.0,7.14,1,0,0,0,0.18086263138818412,0.320891029500301
40.0,1684.0,795.0,5.2723,218300.0,6.16,1,0,0,0,0.1876484560570071,0.41509433962264153
47.0,5077.0,3348.0,3.0377,186800.0,6.16,1,0,0,0,0.2503446917470947,0.33034647550776586
35.0,4003.0,2785.0,4.1213,252100.0,5.75,1,0,0,0,0.19685236072945292,0.27432675044883303
38.0,1051.0,799.0,2.712,143800.0,5.46,1,0,0,0,0.2369172216936251,0.28660826032540676
46.0,2483.0,2121.0,2.2788,152900.0,5.46,1,0,0,0,0.23640757148610553,0.2607260726072607
36.0,2000.0,1234.0,3.7437,241700.0,6.16,1,0,0,0,0.2665,0.43354943273906
